颈部前屈,颈部后仰,肩部上举范围,肩部前伸范围,肘部屈伸,手腕背伸,手腕桡偏/尺偏,背部屈曲范围,持续时间,重复频率,疲劳等级
7,14,41,87,45,12,8,8,2,121,0
20,12,46,39,11,7,3,7,1,85,0
14,12,60,0,55,15,4,8,1,93,0
0,16,47,98,96,11,7,17,1,101,0
5,0,44,40,67,6,4,6,1,282,0
10,19,0,110,43,6,3,9,1,216,1
8,12,23,104,38,12,2,8,1,262,1
14,19,46,65,48,9,4,5,1,263,0
11,17,40,92,119,4,3,0,20,5,0
17,11,16,59,12,9,4,10,2,151,0
9,3,27,36,65,3,6,9,16,15,0
9,6,26,98,59,12,7,2,10,5,0
12,8,55,85,106,12,4,9,1,197,0
2,15,24,86,64,15,1,13,1,112,0
8,19,35,27,66,2,5,14,48,5,0
14,0,18,40,35,2,6,8,3,74,0
17,5,57,38,56,10,6,4,1,173,0
8,11,48,53,87,4,8,10,7,37,0
7,9,25,47,76,6,5,8,2,53,0
15,25,15,22,93,5,9,10,1,235,0
2,11,58,17,78,6,3,12,20,2,0
10,22,40,86,43,9,4,10,2,177,1
10,1,36,27,92,15,6,8,1,273,0
6,8,34,92,108,9,0,18,1,216,0
10,13,53,109,48,6,10,12,3,62,0
0,22,21,52,58,3,3,6,1,124,0
5,6,39,45,52,8,6,5,2,131,0
4,12,22,64,58,3,4,5,1,295,1
5,6,0,46,113,0,7,12,1,179,0
8,7,23,92,57,9,4,9,5,23,0
4,13,0,2,91,14,3,9,2,130,0
14,9,19,44,117,3,3,6,9,19,0
12,16,0,50,49,2,0,9,1,203,0
6,18,44,95,55,12,2,4,1,274,1
6,13,8,106,63,11,5,1,5,52,0
11,6,13,38,65,6,5,7,1,242,0
9,15,30,113,79,6,6,10,1,261,1
6,11,47,84,82,14,2,17,3,37,0
20,20,23,57,67,8,7,6,1,179,0
6,15,13,98,63,2,8,3,1,153,0
15,13,17,47,46,11,10,17,2,109,0
11,10,27,56,49,8,3,20,4,54,0
11,16,10,46,55,11,2,0,1,225,0
7,8,37,120,65,7,5,8,1,297,1
14,21,49,37,99,12,4,15,2,66,0
15,9,26,62,54,4,5,4,1,101,0
5,7,8,65,92,7,5,7,1,195,0
12,25,40,69,8,4,3,14,1,300,0
5,15,34,45,15,10,9,14,1,237,0
9,22,54,45,51,6,4,13,1,163,0
9,18,16,46,94,6,3,14,12,23,0
17,15,31,80,52,9,8,10,1,169,0
6,15,58,36,83,6,6,15,2,125,0
8,25,28,73,69,2,1,9,1,253,0
3,14,0,4,62,10,6,10,1,234,0
9,4,34,82,70,12,5,10,3,90,0
20,13,38,83,105,11,3,12,1,295,1
3,12,5,72,55,3,1,0,66,2,0
9,3,43,80,15,13,10,14,1,228,0
12,13,16,41,86,7,6,8,2,119,0
12,25,33,43,46,7,8,18,1,256,0
15,19,5,29,27,6,4,14,3,34,0
11,16,50,45,107,10,0,14,2,45,0
14,8,8,58,21,8,5,17,12,4,0
6,19,48,110,85,5,10,9,3,97,0
11,11,0,40,13,8,4,11,1,156,0
0,18,27,65,60,5,6,14,1,245,0
3,7,7,2,35,8,6,16,1,171,0
14,9,27,35,47,0,5,13,1,257,0
14,9,48,13,80,9,6,8,2,109,0
11,16,30,7,67,7,4,17,1,300,0
8,13,14,90,20,5,4,10,2,123,0
16,10,28,66,83,1,5,11,1,244,0
20,3,26,73,28,10,1,15,1,246,0
17,3,29,63,33,8,1,5,2,113,0
2,2,23,73,62,5,5,5,1,210,0
18,6,42,73,32,9,6,14,1,277,0
5,21,10,54,62,9,3,13,8,29,0
19,13,42,49,47,9,3,10,1,243,0
19,14,0,111,21,4,2,5,1,187,1
8,18,7,78,42,8,7,9,1,292,1
11,21,18,30,73,8,8,15,9,20,0
20,18,25,78,66,8,6,18,1,218,0
8,19,21,115,54,6,3,11,7,39,0
4,10,41,49,90,10,4,7,1,218,0
14,14,31,33,90,9,4,12,2,123,0
16,4,38,84,16,0,1,11,1,250,0
20,17,37,66,80,6,4,11,1,156,0
7,9,53,33,94,6,8,15,1,293,0
15,14,19,100,42,5,0,0,3,73,0
0,16,46,60,54,14,8,9,3,49,0
10,12,24,85,120,7,8,8,2,102,0
13,8,36,70,59,6,6,9,2,68,0
11,25,46,1,96,10,8,11,1,266,0
2,3,40,61,43,10,3,6,2,27,0
19,8,40,92,87,8,8,8,6,36,0
16,10,46,36,64,8,6,11,1,233,0
10,15,21,43,105,7,5,10,1,228,0
5,9,21,120,67,9,8,20,1,247,1
20,11,27,102,54,5,5,4,4,68,0
3,0,28,75,44,13,4,7,25,5,0
16,11,38,63,67,5,3,10,1,266,0
11,17,30,21,93,6,5,15,1,246,0
14,0,22,77,63,8,3,20,1,291,1
9,12,29,40,72,6,4,13,1,103,0
7,7,24,89,38,9,4,13,2,138,0
2,17,28,19,91,0,3,6,1,247,0
14,8,8,82,87,8,3,20,3,54,0
11,18,59,88,41,4,1,18,2,170,0
9,3,40,46,34,14,7,15,1,178,0
10,18,40,53,37,9,8,14,1,287,0
15,14,34,0,87,14,10,10,1,281,0
8,14,3,87,46,11,3,6,1,189,0
13,18,28,77,49,2,2,8,1,297,1
7,17,38,54,54,6,6,12,1,232,0
13,4,28,101,76,10,6,9,1,292,1
4,12,23,49,59,4,4,6,3,77,0
8,11,15,82,42,2,7,9,7,27,0
16,25,50,59,44,6,5,15,1,253,0
12,15,17,109,21,5,9,7,1,177,1
10,25,32,12,85,3,3,8,1,229,0
7,19,42,71,48,11,0,16,46,6,0
1,14,27,77,32,11,1,13,1,300,1
10,14,43,30,20,11,6,10,1,147,0
5,10,33,0,0,11,4,20,1,265,0
7,10,17,31,48,5,4,7,1,269,0
7,19,55,85,65,4,10,16,1,237,0
13,16,44,89,63,4,8,5,3,6,0
9,1,9,63,81,14,6,11,1,299,1
6,3,33,80,61,13,10,14,1,207,0
10,13,46,57,42,2,6,15,1,245,0
2,14,30,99,106,6,6,17,2,175,1
0,17,60,79,33,11,2,2,2,83,0
12,7,24,42,17,2,8,19,6,40,0
9,16,52,107,92,8,8,9,1,276,1
16,19,30,108,76,7,2,5,1,218,1
18,10,9,47,56,9,5,14,2,165,0
13,6,25,72,95,7,2,11,7,43,0
2,11,27,69,28,12,6,6,1,198,0
17,7,0,71,32,6,5,9,4,82,1
12,21,15,22,78,12,4,11,1,285,0
11,6,60,46,51,9,8,16,2,139,0
13,20,18,68,54,3,3,13,1,277,1
8,8,60,16,56,5,5,8,1,161,0
4,10,28,77,109,7,6,0,4,63,0
14,6,18,58,98,1,6,1,2,150,0
14,17,33,47,80,7,6,8,1,233,0
10,20,26,120,58,6,7,13,1,130,0
9,17,25,48,93,1,5,3,2,177,0
15,18,44,10,33,3,8,11,3,103,0
0,13,52,68,49,2,4,4,1,272,0
7,13,24,90,58,4,7,4,3,88,0
11,25,5,61,109,15,5,9,3,21,0
4,19,39,0,31,8,7,10,1,199,0
19,10,17,108,81,4,2,15,1,77,0
0,20,27,90,89,2,5,7,3,101,0
2,12,56,79,44,7,7,12,2,123,0
9,10,7,82,107,9,3,11,2,62,0
9,15,17,15,67,3,7,9,23,3,0
3,12,28,18,47,8,0,12,1,289,0
11,21,60,32,89,8,3,17,4,79,0
10,22,53,63,61,15,0,7,1,177,0
9,9,31,71,52,0,7,10,2,144,0
8,14,28,112,66,9,5,11,3,74,0
6,19,18,64,104,11,1,7,1,272,0
5,17,21,120,79,11,0,15,1,165,1
13,6,53,53,57,12,7,3,3,31,0
12,10,37,36,49,1,7,7,2,109,0
13,17,30,99,76,11,3,2,1,280,1
8,3,8,5,46,10,3,10,3,60,0
5,10,33,41,72,6,1,7,1,32,0
17,11,16,78,87,8,5,11,1,231,0
20,24,45,75,24,13,7,17,1,258,0
5,5,26,88,68,7,6,10,2,167,1
12,25,44,70,82,9,3,5,1,213,0
12,9,51,45,75,8,3,6,1,277,0
17,16,38,35,73,8,3,11,1,63,0
9,10,30,54,91,5,2,9,4,74,0
13,1,45,49,120,14,5,15,2,192,1
0,11,26,42,70,7,6,3,1,227,0
20,10,60,34,94,4,8,2,3,95,0
20,19,28,60,60,10,5,15,1,216,0
8,5,60,76,77,3,9,9,2,122,0
12,11,10,34,37,7,6,14,2,85,0
9,16,35,50,51,7,9,5,2,104,0
9,9,44,51,59,12,7,20,1,254,0
13,25,52,117,11,10,6,6,1,294,1
11,13,27,33,73,15,3,9,1,205,0
7,11,36,76,63,10,4,8,1,203,0
6,21,12,53,36,14,3,15,2,41,0
10,20,32,80,120,9,4,10,2,148,0
13,19,41,69,73,6,3,6,1,74,0
13,12,31,62,99,11,6,15,2,74,0
9,14,16,33,80,0,5,13,1,210,0
5,0,26,62,70,4,3,0,1,154,0
11,25,39,69,44,13,6,16,3,39,0
6,14,24,37,1,8,4,17,1,150,0
9,14,40,77,94,6,6,7,20,5,0
12,19,36,111,78,8,6,12,1,139,0
18,19,44,58,82,9,4,9,1,135,0
14,14,30,48,39,6,1,2,1,246,0
20,21,39,74,77,9,5,10,1,275,0
9,16,33,65,40,6,7,18,1,256,0
15,4,37,63,56,12,1,14,1,201,0
15,5,37,35,78,4,4,11,49,4,0
11,8,14,0,49,9,4,8,1,272,0
17,10,14,64,50,3,6,6,1,166,0
9,17,28,49,78,9,6,19,1,206,0
17,10,46,48,66,13,4,16,10,29,0
3,5,20,19,75,5,4,13,10,26,0
10,14,22,46,0,12,7,11,2,120,0
8,19,31,56,10,6,0,12,1,206,0
0,10,22,64,45,9,5,4,1,91,0
13,3,10,52,65,12,1,15,4,24,0
4,11,35,69,28,13,4,10,2,37,0
6,17,25,77,74,8,8,10,2,145,0
19,9,52,75,19,7,2,8,1,221,0
18,8,60,36,73,12,4,10,1,218,0
11,12,31,54,99,10,1,9,1,300,0
4,5,0,9,15,8,5,10,1,231,0
11,8,11,43,103,13,2,0,1,207,0
17,0,26,120,35,5,4,14,3,55,0
20,7,39,15,0,3,2,16,1,167,0
0,22,29,34,0,1,4,13,1,189,0
13,11,42,101,70,8,7,7,2,144,0
10,22,52,0,99,7,2,11,1,189,0
6,10,49,57,24,8,7,20,1,258,0
10,14,21,68,114,12,3,7,3,70,0
7,11,37,8,86,7,5,7,2,116,0
10,25,32,82,82,11,3,20,2,72,0
8,23,44,76,48,9,6,9,1,249,0
13,24,29,74,14,12,4,16,3,67,0
11,20,37,22,61,8,4,8,1,236,0
10,16,14,77,40,11,5,12,1,210,0
15,14,32,65,86,6,5,8,2,53,0
10,13,34,57,0,5,9,19,2,137,0
4,8,32,70,49,6,8,7,1,263,0
10,22,50,82,32,10,7,13,1,224,0
10,13,29,114,57,5,5,8,1,213,1
8,22,49,73,45,6,3,11,1,286,0
12,9,60,50,78,5,1,7,12,13,0
4,10,36,103,42,5,5,13,2,40,0
14,5,5,69,83,10,9,5,1,210,0
12,25,21,76,7,10,1,2,1,138,0
10,17,19,94,56,5,4,8,1,294,1
11,13,35,96,62,7,6,2,1,159,0
5,14,32,108,107,7,2,10,1,206,0
13,7,48,59,66,2,4,13,2,73,0
8,14,32,78,27,5,1,11,1,279,1
11,1,36,37,55,4,0,10,5,21,0
5,21,20,53,41,3,8,7,1,285,0
13,18,3,76,45,4,6,10,2,86,0
14,9,12,57,67,7,5,15,29,8,0
9,17,28,93,58,10,7,14,1,267,1
9,11,34,98,82,6,5,5,2,111,0
5,11,25,97,77,8,5,10,28,1,0
16,16,41,43,44,11,8,18,2,94,0
12,15,33,43,28,6,8,14,1,201,0
15,19,34,72,0,9,8,9,8,37,0
3,10,32,30,104,10,3,3,1,137,0
7,14,13,108,43,11,0,13,1,71,0
12,3,21,56,70,9,7,12,3,104,0
12,12,57,49,71,9,5,16,2,107,0
7,15,27,16,38,7,6,3,2,123,0
8,12,45,54,32,8,2,20,1,211,0
0,12,36,53,26,9,1,16,1,234,0
13,10,42,70,26,0,8,7,2,72,0
5,15,42,37,39,2,4,9,2,72,0
15,20,46,38,91,2,4,9,2,92,0
14,12,27,47,0,4,6,15,4,26,0
7,2,54,52,0,1,9,5,2,136,0
7,23,36,65,25,14,8,18,1,142,0
19,11,40,61,78,11,5,10,1,194,0
17,7,41,68,107,5,6,8,1,232,0
19,15,29,44,58,9,3,10,2,63,0
15,11,36,37,5,8,8,7,1,250,0
8,22,22,63,94,3,1,20,1,205,0
3,18,40,34,65,5,6,20,2,184,0
16,10,48,0,0,4,4,9,1,252,0
9,14,15,56,43,2,4,3,6,24,0
6,11,54,75,19,7,1,12,4,76,0
18,11,35,82,49,12,8,10,2,99,0
13,4,47,28,88,12,7,6,1,232,0
11,13,27,13,47,11,5,8,1,249,0
8,19,35,78,113,12,7,15,1,259,0
8,12,46,56,118,7,6,12,1,258,0
10,5,32,37,46,5,7,4,1,265,0
15,9,6,33,79,10,5,16,2,43,0
1,7,45,15,26,2,5,14,1,200,0
7,13,8,91,32,14,2,5,1,183,0
10,12,38,89,55,1,6,0,4,38,0
15,4,10,93,11,10,5,12,1,152,0
13,9,32,80,45,5,6,11,1,260,0
7,12,52,120,48,6,5,11,3,97,0
5,11,40,58,106,2,5,7,1,251,0
9,10,28,46,86,4,6,12,5,40,0
7,16,18,15,24,4,4,9,3,66,0
16,14,26,29,105,3,6,15,1,287,0
9,7,31,30,97,8,2,11,2,106,0
5,17,18,31,38,2,2,17,1,283,0
9,12,42,73,45,1,5,10,1,124,0
16,1,54,39,91,4,4,11,1,238,0
14,12,21,35,36,11,0,16,1,269,0
15,20,0,29,59,6,0,12,1,234,0
8,19,8,48,56,4,3,7,1,168,0
7,13,10,31,76,10,6,2,1,277,0
8,21,38,48,96,9,5,9,1,169,0
8,17,8,73,106,7,5,5,1,258,1
9,18,20,86,47,11,6,15,8,25,0
12,15,24,65,36,10,4,15,1,125,0
0,14,55,45,82,8,3,14,1,197,0
13,17,50,79,79,3,7,9,2,158,0
4,11,19,36,40,5,5,7,1,277,0
12,17,26,29,58,13,4,0,1,201,0
5,18,40,95,31,8,6,10,1,283,1
16,15,39,26,67,5,2,8,2,167,0
10,15,30,64,40,8,2,10,1,139,0
7,11,39,96,95,6,7,2,3,78,0
11,2,42,32,71,7,7,13,1,265,0
9,11,34,16,74,7,4,17,1,150,0
13,20,27,73,51,8,0,10,1,79,0
10,16,13,33,45,10,1,13,1,222,0
9,3,22,117,64,3,3,8,1,233,1
10,9,30,58,49,8,4,10,1,233,0
20,11,25,62,67,8,2,11,1,165,0
6,10,30,86,58,11,2,16,18,5,0
0,21,8,97,25,15,1,14,4,74,1
8,10,46,0,35,11,8,7,3,76,0
14,18,33,69,105,3,7,4,1,228,0
15,18,24,91,106,11,5,1,1,180,0
16,13,21,69,27,11,5,12,2,95,0
19,14,2,32,38,5,10,8,5,58,0
13,5,22,47,93,11,6,4,1,197,0
15,0,41,51,59,14,5,10,4,75,0
10,12,22,44,50,6,9,8,3,108,0
15,17,29,31,91,4,1,14,1,209,0
20,12,11,30,120,13,6,9,2,112,0
13,21,25,66,74,10,5,4,3,91,0
7,5,1,52,22,7,7,8,1,175,0
20,17,33,99,48,2,8,17,1,272,1
3,17,17,69,64,6,3,10,1,250,0
20,6,32,50,65,11,4,16,1,133,0
12,10,23,12,0,1,7,13,3,78,0
12,12,27,13,90,10,7,10,1,270,0
10,21,42,42,59,12,4,20,1,165,0
8,8,26,57,60,7,5,8,8,35,0
4,6,18,113,102,12,2,3,1,139,0
10,10,60,67,1,6,9,14,1,249,0
8,20,22,27,0,10,6,6,4,51,0
20,15,24,0,54,14,4,0,1,260,0
4,5,7,77,58,11,6,8,1,169,0
5,21,47,72,41,12,4,9,6,40,0
5,6,8,111,70,13,3,14,1,226,1
5,8,51,80,35,6,5,11,2,139,0
7,17,21,34,110,11,7,15,1,282,0
8,9,19,50,75,8,4,4,1,277,0
12,12,25,78,36,1,8,17,2,91,0
13,19,37,79,56,8,6,12,5,59,0
17,14,34,0,82,8,7,18,2,108,0
9,19,39,35,19,6,5,12,1,284,0
1,20,0,26,102,0,5,9,1,202,0
11,22,36,49,90,10,8,4,1,209,0
4,19,6,66,25,8,5,8,6,20,0
11,8,51,78,71,5,5,2,3,31,0
9,17,49,0,73,4,5,8,4,59,0
14,18,35,39,11,6,4,1,1,23,0
4,7,3,14,27,8,6,16,2,23,0
19,25,41,84,38,13,3,10,3,115,0
9,12,19,46,53,6,4,6,3,97,0
9,14,33,106,120,6,0,10,1,211,0
16,21,30,85,47,5,3,15,1,268,1
9,11,29,46,32,11,7,7,56,4,0
0,8,13,79,46,13,6,1,1,222,0
15,20,20,51,51,11,3,11,4,72,0
8,8,22,68,55,10,4,13,1,187,0
6,15,46,33,66,13,5,8,1,123,0
18,16,55,61,120,3,4,17,1,271,0
1,9,32,81,74,8,5,6,8,5,0
0,14,14,59,62,3,6,13,1,286,1
12,10,12,60,21,7,8,4,1,180,0
7,15,0,49,0,2,6,9,1,296,1
19,8,15,36,68,8,10,10,33,3,0
17,17,26,12,76,10,2,20,6,33,0
2,17,43,70,59,0,3,17,2,111,0
11,18,18,73,14,9,4,11,1,85,0
3,13,30,89,17,12,2,16,1,162,0
17,9,12,22,56,10,8,10,1,188,0
1,6,33,36,93,9,9,12,2,112,0
12,22,16,51,64,6,6,4,1,203,0
5,13,15,68,68,11,2,7,1,83,0
4,11,28,61,82,15,3,10,1,225,0
20,6,32,51,86,9,4,8,1,205,0
8,12,60,18,66,7,2,5,1,213,0
9,9,22,86,63,7,8,9,1,227,0
14,16,38,72,8,6,7,7,1,198,0
5,11,29,60,106,9,4,16,1,218,0
10,0,7,120,61,7,9,12,1,287,1
6,12,27,74,105,4,7,5,2,113,0
7,18,0,50,40,5,2,6,2,183,1
7,18,37,45,52,8,2,6,40,1,0
3,8,43,101,74,10,2,10,2,4,0
12,19,5,9,80,5,8,6,2,145,0
11,19,43,88,107,8,2,8,1,227,0
20,0,17,50,25,9,10,8,2,188,1
11,0,56,8,68,10,5,14,4,17,0
20,15,24,64,79,4,1,14,1,224,0
15,12,41,0,36,6,4,5,1,154,0
13,17,8,41,114,9,4,10,1,299,0
5,25,43,57,87,6,8,6,1,268,0
9,18,47,72,25,10,0,13,1,211,0
11,18,60,43,72,10,2,0,1,283,0
14,13,43,47,60,0,4,2,2,103,0
19,6,22,50,107,7,6,8,1,230,0
14,5,25,16,56,7,3,9,2,141,0
5,17,26,9,42,10,5,2,2,139,0
11,16,2,102,92,5,7,9,1,206,1
6,10,47,98,80,8,5,11,1,129,0
10,10,25,23,66,4,5,5,1,180,0
14,8,14,48,111,12,3,0,6,15,0
13,12,43,35,102,7,4,18,2,65,0
8,3,38,0,45,10,4,19,1,99,0
7,4,20,54,95,7,5,12,1,265,0
6,20,5,120,98,15,3,17,1,203,1
19,2,45,52,0,7,0,7,2,121,0
6,17,29,76,65,11,2,19,2,94,0
3,18,16,16,41,15,7,15,2,130,0
12,8,35,76,71,1,5,10,1,299,1
12,15,21,53,87,3,5,14,5,13,0
9,10,29,92,48,12,2,15,9,27,0
18,13,22,83,69,7,8,9,2,108,0
20,14,10,57,74,5,3,14,1,236,0
17,16,27,120,84,9,4,9,2,119,1
5,11,52,59,0,13,4,20,2,101,0
7,17,34,44,0,8,3,8,1,221,0
16,11,10,86,73,6,1,4,2,101,0
18,13,58,0,0,4,9,7,1,246,0
15,13,38,56,43,10,7,12,1,6,0
8,16,10,79,1,13,6,12,1,230,1
19,4,22,1,99,5,6,10,1,137,0
6,11,29,77,89,1,3,14,1,61,0
8,8,2,84,36,5,6,11,1,198,1
3,4,28,53,26,9,6,1,2,179,0
5,12,59,117,8,7,7,6,1,61,0
10,19,22,58,0,10,8,7,2,110,0
13,3,42,34,11,5,4,2,2,124,0
6,22,39,59,117,9,1,12,8,23,0
6,13,34,17,101,6,4,20,1,205,0
18,12,28,99,29,10,7,6,2,123,0
15,7,28,25,37,10,7,10,8,33,0
11,14,41,120,59,12,6,8,1,146,0
6,18,10,86,86,6,5,9,1,37,0
20,19,27,58,27,12,4,10,1,252,0
11,5,25,68,57,3,0,3,1,257,0
16,11,26,98,70,6,1,12,4,35,0
9,3,50,35,89,13,4,10,7,41,0
11,9,24,0,71,9,3,12,1,121,0
7,6,25,58,61,8,4,10,1,258,0
14,6,7,73,87,6,8,0,1,179,0
3,10,35,0,77,10,4,18,1,286,0
8,10,27,49,59,10,5,20,1,210,0
13,11,41,59,45,9,6,16,1,248,0
10,9,20,67,82,8,7,11,1,154,0
19,18,36,48,53,4,9,18,8,33,0
15,12,25,85,59,9,3,3,5,27,0
10,10,25,38,78,10,5,5,4,66,0
9,6,21,63,85,6,3,17,1,243,0
20,4,45,79,57,10,5,7,1,138,0
6,7,34,61,30,13,5,9,1,265,0
8,10,14,50,33,2,2,8,7,11,0
15,15,60,25,74,8,5,8,1,219,0
6,6,31,58,0,7,10,11,2,145,0
14,16,36,79,74,7,6,9,2,94,0
16,13,40,112,69,3,7,11,1,207,0
13,25,36,37,28,5,4,15,1,207,0
6,22,51,80,22,8,0,10,1,196,0
1,8,33,56,46,11,5,13,39,5,0
5,4,56,52,39,5,6,0,1,108,0
8,4,3,114,77,6,6,8,6,44,1
13,14,19,89,72,9,4,12,1,197,0
16,0,49,62,98,9,9,19,1,287,0
5,6,28,59,16,2,3,8,3,72,0
16,7,38,101,30,9,7,11,1,138,0
7,7,38,53,20,7,6,4,1,279,0
6,1,27,55,16,12,5,15,5,62,0
18,9,53,67,45,9,3,3,1,277,0
12,9,25,63,87,13,4,13,1,258,0
8,11,9,120,43,9,6,9,1,106,0
8,12,40,84,96,4,3,8,1,206,0
17,10,10,34,86,14,5,14,1,187,0
8,10,55,56,37,6,5,5,1,261,0
8,19,31,38,76,8,6,1,5,56,0
4,12,30,83,51,2,5,12,5,20,0
7,10,56,0,24,5,7,10,2,141,0
11,12,54,58,41,9,1,12,1,249,0
8,5,0,52,87,6,9,13,1,18,0
0,12,30,82,2,3,5,16,2,102,0
7,8,34,20,60,6,8,11,1,168,0
12,9,40,52,75,11,0,7,37,4,0
9,22,49,99,55,8,4,11,1,242,0
12,13,29,99,16,7,2,11,1,184,0
10,15,43,58,77,4,6,12,2,65,0
12,25,42,118,8,5,6,17,5,48,0
11,14,27,66,47,9,8,16,1,211,0
13,9,58,53,20,5,4,11,1,236,0
3,12,28,63,46,11,10,9,2,156,0
7,14,41,81,31,10,2,10,2,89,0
12,11,31,58,2,5,7,9,1,183,0
4,0,29,42,47,9,5,10,1,217,0
10,11,30,32,47,8,4,12,1,263,0
18,1,28,103,120,0,6,10,6,42,0
15,17,37,59,36,9,7,1,2,129,0
16,15,40,45,54,4,3,18,1,195,0
11,23,39,11,26,5,1,5,2,139,0
9,15,16,72,54,13,4,6,1,273,1
13,8,17,108,24,5,3,8,1,269,1
6,12,27,33,99,9,1,10,1,244,0
5,10,36,97,90,12,1,8,1,275,1
6,17,48,104,106,8,7,13,1,258,1
6,6,28,63,79,15,2,8,1,156,0
20,2,60,24,34,3,4,18,1,152,0
13,17,39,57,68,13,1,7,6,48,0
10,12,31,44,32,14,2,11,1,271,0
14,11,44,63,49,12,7,15,1,290,0
13,13,25,102,40,10,9,2,1,175,0
14,2,20,61,82,8,10,13,1,275,0
20,24,39,63,71,10,4,9,2,105,0
4,11,33,79,75,7,2,7,1,78,0
10,8,52,85,61,9,8,16,1,57,0
13,12,39,39,78,13,6,5,1,267,0
17,20,56,43,104,0,2,9,6,34,0
13,12,42,59,94,3,4,10,1,212,0
4,20,40,44,36,3,5,5,1,181,0
3,11,45,31,35,13,7,10,3,41,0
11,19,22,41,44,10,0,15,1,242,0
5,18,27,63,64,15,4,18,1,149,0
1,22,21,116,57,10,6,3,2,43,0
2,12,25,69,72,11,5,7,1,101,0
10,9,36,100,75,9,4,7,1,220,0
14,4,36,100,0,10,5,4,2,155,1
8,18,35,97,33,2,4,7,2,130,0
12,0,33,60,9,7,2,4,1,153,0
14,8,34,56,27,5,1,9,1,247,0
7,17,33,48,2,13,2,14,2,111,0
10,25,23,49,59,15,5,13,1,260,0
12,17,43,49,92,7,5,7,2,158,0
10,24,29,111,31,4,8,14,1,272,1
4,15,41,105,78,5,4,9,9,34,0
8,16,42,97,42,6,6,1,21,12,0
7,24,11,48,41,15,9,8,1,219,0
9,10,56,120,98,11,8,12,3,24,0
9,11,30,74,54,5,6,15,1,247,0
1,4,38,81,87,11,5,4,2,145,0
9,19,23,37,102,3,5,17,1,298,0
8,11,4,19,78,12,7,16,2,119,0
7,12,38,8,105,5,0,8,2,28,0
15,19,39,40,18,5,1,16,2,147,0
10,22,13,18,120,4,6,7,1,290,0
12,5,0,33,74,12,3,10,1,149,0
9,7,29,77,55,7,6,13,1,278,1
8,16,36,88,114,10,0,13,1,184,0
9,11,27,88,55,6,2,18,2,177,1
10,11,6,16,57,4,6,12,1,167,0
11,14,11,99,86,15,8,13,1,276,1
0,16,15,42,36,15,8,14,1,261,0
13,20,21,67,102,10,5,15,1,279,1
8,16,28,58,36,14,4,1,1,257,0
9,4,26,83,22,3,4,11,1,264,1
13,0,18,52,41,9,5,5,4,57,0
14,18,24,56,20,9,3,8,3,85,0
14,24,34,64,105,9,9,14,2,121,0
8,0,50,93,36,5,9,9,1,251,0
5,6,54,78,58,13,4,5,1,180,0
12,7,55,44,41,4,5,7,2,142,0
15,9,49,57,11,12,10,5,4,42,0
1,5,22,68,58,11,1,0,1,255,0
7,13,60,120,47,8,5,18,1,299,1
11,7,39,34,27,8,8,1,2,144,0
17,16,37,63,14,6,6,8,1,169,0
11,10,9,60,39,7,6,5,1,237,0
12,21,60,98,50,10,4,14,1,281,0
9,21,33,80,91,15,2,5,2,141,0
7,11,43,45,24,6,5,8,1,155,0
5,12,53,108,58,6,7,3,1,186,0
2,6,40,107,43,11,4,10,2,111,0
8,18,12,82,52,8,4,20,1,164,0
15,15,23,85,28,10,9,4,17,17,0
8,16,36,63,19,13,6,14,2,133,0
17,18,28,83,96,6,4,10,1,122,0
9,17,32,119,67,6,7,15,3,8,0
10,19,0,13,56,6,8,8,1,276,0
6,19,32,85,77,6,9,11,1,152,0
3,19,47,28,55,12,3,5,1,245,0
13,15,15,31,41,14,7,14,3,86,0
5,16,23,98,2,5,6,18,3,75,0
2,10,33,94,101,3,6,6,1,95,0
12,16,4,90,23,7,3,12,1,294,1
13,22,4,35,48,1,4,8,1,195,0
3,14,39,70,111,10,8,0,3,63,0
14,17,32,67,14,11,9,15,1,285,0
9,6,55,28,52,12,8,13,2,114,0
16,12,33,29,1,4,5,6,1,239,0
11,16,26,54,88,7,10,9,1,137,0
11,5,37,67,58,15,3,7,1,171,0
10,20,18,68,79,5,8,15,1,284,1
5,7,48,58,92,9,0,6,1,220,0
8,0,16,40,59,9,0,8,1,274,0
6,9,35,33,74,10,4,3,1,226,0
8,14,38,30,69,7,8,13,2,30,0
6,24,29,31,15,10,0,19,2,139,0
14,3,9,66,77,9,4,14,1,65,0
13,18,24,61,37,10,2,20,1,239,0
3,24,58,66,26,9,3,6,1,230,0
2,8,9,27,66,6,8,11,1,145,0
13,3,50,89,92,9,6,9,2,172,1
2,1,35,64,73,10,4,7,1,296,0
11,13,36,63,70,11,4,15,1,259,0
9,10,17,23,61,4,6,12,1,211,0
11,10,21,58,22,11,10,9,1,105,0
11,16,52,0,26,9,9,14,2,81,0
6,12,4,32,69,6,7,11,10,26,0
6,9,32,18,57,10,0,13,1,163,0
6,5,47,50,114,8,3,3,2,135,0
8,9,22,69,30,14,9,12,1,229,0
5,19,22,79,56,13,4,12,1,127,0
0,12,15,57,79,11,6,15,1,154,0
4,5,5,46,73,10,1,20,1,184,0
4,15,13,85,64,5,7,12,1,147,0
8,5,28,34,26,9,7,9,4,70,0
9,15,52,80,29,8,4,3,4,79,0
9,11,0,76,47,9,7,7,5,56,0
3,15,29,14,36,11,1,15,11,26,0
12,9,57,32,101,8,7,19,1,173,0
